id,registry,is_resolved,iv_version,identification_step,is_dupe,iv_completion,iv_status,iv_interventional,has_german_umc_lead,lead_cities,facility_cities,title,center_size,main_sponsor,study_type,intervention_type,phase,enrollment,recruitment_status,masking,allocation,is_randomized,is_multicentric,is_prospective,has_summary_results,registration_date,start_date,completion_date,completion_year,primary_completion_date,primary_completion_year,summary_results_date,days_cd_to_summary,days_pcd_to_summary,days_reg_to_start,days_reg_to_cd,days_reg_to_pcd,days_cd_to_publication,days_pcd_to_publication,days_reg_to_publication,results_search_start_date,results_search_end_date,registry_download_date,doi,pmid,url,publication_date,publication_type,has_pubmed,has_ft,ft_source,pub_title,journal_pubmed,ppub_date,epub_date,has_iv_trn_abstract,has_iv_trn_secondary_id,has_iv_trn_ft,has_reg_pub_link,pmid_link,doi_link,reference_derived,has_crossreg_clinicaltrials.gov,has_crossreg_isrctn,has_crossreg_eudract,has_crossreg_drks,has_crossreg_anzctr,has_crossreg_ntr,n_crossreg_secondary_id,n_crossreg_abstract,n_crossreg_ft,n_crossreg_reg,n_reg_pub_any,n_reg_pub_doi_or_pmid,results_followup_pub,results_followup_sumres,has_followup_2y_pub,has_followup_2y_sumres,has_followup_5y_pub,has_followup_5y_sumres,is_summary_results_1y,is_summary_results_2y,is_summary_results_5y,is_publication_2y,is_publication_5y,color_green_only,color,issn,journal_unpaywall,publisher,publication_date_unpaywall,syp_response,can_archive,archiving_locations,inst_repository,versions,submitted_version,accepted_version,published_version,licenses_required,permission_issuer,embargo,date_embargo_elapsed,is_embargo_elapsed,permission_accepted,permission_published,is_oa,is_archivable,is_closed_archivable,reg_after_cd,reg_after_pub,reg_1y_after_start
NCT00453895,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Würzburg,Berlin,Sunitinib in Refractory Adrenocortical Carcinoma,small,Other,Interventional,Drug,Phase 2,39,Completed,None (Open Label),NA,NA,TRUE,TRUE,TRUE,2007-03-28,2007-07-01,2012-02-01,2012,2011-08-01,2011,2015-09-06,1313,1497,95,1771,1587,176,360,1947,2017-07-01,2017-12-01,2021-08-15,10.1210/jc.2012-1419,22837187,NA,2012-07-26,journal publication,TRUE,TRUE,doi,"Sunitinib in refractory adrenocortical carcinoma: a phase II, single-arm, open-label trial",The Journal of clinical endocrinology and metabolism,2012-Oct,2012-07-26,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,2,2,2130,3483,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,bronze,bronze,"0021-972X,1945-7197",The Journal of Clinical Endocrinology & Metabolism,The Endocrine Society,2012-10-01,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],publisher,12,2013-10-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00466102,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Aachen,NA,Efficacy of RAD001 in Breast Cancer Patients With Bone Metastases,small,Other,Interventional,Drug,Phase 2,130,Unknown status,Triple,Randomized,TRUE,FALSE,FALSE,FALSE,2007-04-25,2006-12-01,2012-12-01,2012,2010-12-01,2010,NA,NA,NA,-145,2047,1316,300,1031,2347,2017-07-01,2017-12-01,2021-08-15,10.1007/s00432-013-1518-x,24072232,http://onlinelibrary.wiley.com/doi/10.1002/ejp.843/full,2013-09-27,journal publication,TRUE,TRUE,doi,Everolimus as treatment for breast cancer patients with bone metastases only: results of the phase II RADAR study,Journal of cancer research and clinical oncology,2013-Dec,2013-09-27,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1826,3179,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0171-5216,1432-1335",Journal of Cancer Research and Clinical Oncology,Springer Science and Business Media LLC,2013-09-27,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2014-09-27,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00490984,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Mannheim,NA,Tongue Advancement for Obstructive Sleep Apnea,small,Industry,Interventional,Device,NA,60,Completed,None (Open Label),Non-Randomized,FALSE,TRUE,FALSE,FALSE,2007-06-21,2006-02-01,2009-07-01,2009,2009-02-01,2009,NA,NA,NA,-505,741,591,833,983,1574,2017-07-01,2017-12-01,2021-08-15,10.1002/lary.22173,21994041,https://www.ncbi.nlm.nih.gov/pubmed/21994041,2011-10-12,journal publication,TRUE,TRUE,doi,A study of the new generation of the advance system tongue implants: three- and six-month effects of tongue to mandible tethering for obstructive sleep apnea,The Laryngoscope,2011-Nov,2011-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,3075,4428,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,0023-852X,The Laryngoscope,Wiley,2011-10-12,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2012-11-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT00502554,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Hannover,NA,Extracorporeal Photopheresis in Patients With Bronchiolitis Obliterans Syndrome (BOS) After Lung Transplantation,large,Other,Interventional,Procedure,NA,12,Terminated,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2007-07-16,2007-08-01,2010-03-01,2010,2010-03-01,2010,NA,NA,NA,16,959,959,1080,1080,2039,2017-07-01,2017-12-01,2021-08-15,10.1111/ajt.12155,23406373,https://www.ncbi.nlm.nih.gov/pubmed/23406373,2013-02-13,journal publication,TRUE,TRUE,doi,Phenotyping established chronic lung allograft dysfunction predicts extracorporeal photopheresis response in lung transplant patients,American journal of transplantation : official journal of the American Society of Transplantation and the American Society of Transplant Surgeons,2013-Apr,2013-02-13,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2832,4185,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,bronze,1600-6135,American Journal of Transplantation,Wiley,2013-02-13,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2014-02-13,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00507832,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Münster,NA,Evaluation of the Antipruritic Effect of Elidel (Pimecrolimus) in Non-atopic Pruritic Disease,large,Other,Interventional,Drug,Phase 2,30,Completed,Double,Randomized,TRUE,FALSE,FALSE,FALSE,2007-07-26,2007-04-01,2009-10-01,2009,2009-06-01,2009,NA,NA,NA,-116,798,676,1514,1636,2312,2017-07-01,2017-12-01,2021-08-15,10.1159/000355671,24281309,https://www.ncbi.nlm.nih.gov/pubmed/24281309,2013-11-23,journal publication,TRUE,TRUE,doi,"Evaluation of the antipruritic effects of topical pimecrolimus in non-atopic prurigo nodularis: results of a randomized, hydrocortisone-controlled, double-blind phase II trial","Dermatology (Basel, Switzerland)",2013,2013-11-23,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,6,6,2983,4336,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,"1421-9832,1018-8665",Dermatology,S. Karger AG,2013-01-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,[{'type': 'other (non-commercial)'}],publisher,12,2014-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00511446,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Halle-Wittenberg,Berlin Bochum Mainz Mannheim Ulm,"Trial of Docetaxel, Oxaliplatin and Capecitabine (TEX) in Advanced or Metastatic Gastric Cancer",small,Other,Interventional,Drug,Phase 2,56,Completed,None (Open Label),NA,NA,TRUE,TRUE,FALSE,2007-08-02,2007-08-01,2013-01-01,2013,2010-05-01,2010,NA,NA,NA,-1,1979,1003,254,1230,2233,2017-07-01,2017-12-01,2021-08-15,10.3109/0284186x.2013.833346,24024696,https://www.ncbi.nlm.nih.gov/pubmed/24024696,2013-09-12,journal publication,TRUE,TRUE,doi,"Docetaxel, oxaliplatin and capecitabine (TEX regimen) in patients with metastatic gastric or gastro-esophageal cancer: results of a multicenter phase I/II study","Acta oncologica (Stockholm, Sweden)",2014-Mar,2013-09-12,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1795,3148,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"0284-186X,1651-226X",Acta Oncologica,Informa UK Limited,2013-09-12,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'cc-by-nc', 'terms': ''}]",journal,12,2015-03-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00522015,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,NA,Efficacy Study for Treatment of Dementia in Progressive Supranuclear Palsy,large,Other,Interventional,Drug,Phase 2,20,Unknown status,None (Open Label),NA,NA,FALSE,TRUE,FALSE,2007-08-27,2008-02-01,2010-02-01,2010,2009-12-01,2009,NA,NA,NA,158,889,827,-25,37,864,2017-07-01,2017-12-01,2021-08-15,10.1016/j.jalz.2009.04.1231,20129321,http://www.sciencedirect.com/science/article/pii/S155252600900106X?via%3Dihub,2010-01-07,journal publication,TRUE,TRUE,doi,Rivastigmine for the treatment of dementia in patients with progressive supranuclear palsy: Clinical observations as a basis for power calculations and safety analysis,Alzheimer's & dementia : the journal of the Alzheimer's Association,2010-Jan,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,2860,4213,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,1552-5260,Alzheimer's & Dementia,Wiley,2010-01-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2011-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00531726,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Berlin LMU-München,Dresden Hannover,Berlin Deep Brain Stimulation Depression Study,large,Other,Interventional,Device,NA,11,Completed,Quadruple,Randomized,TRUE,FALSE,TRUE,FALSE,2007-09-18,2007-09-01,2013-09-01,2013,2012-09-01,2012,NA,NA,NA,-17,2175,1810,61,426,2236,2017-07-01,2017-12-01,2021-08-15,10.1016/j.expneurol.2013.08.017,24012926,http://www.sciencedirect.com/science/article/pii/S0014488613002574?via%3Dihub,2013-11-01,journal publication,TRUE,TRUE,doi,Antidepressant effects after short-term and chronic stimulation of the subgenual cingulate gyrus in treatment-resistant depression,Experimental neurology,2013-Nov,2013-09-05,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1552,2905,TRUE,TRUE,FALSE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,0014-4886,Experimental Neurology,Elsevier BV,2013-11-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2014-11-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00538590,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Köln,NA,Ologen Collagen Matrix Safety and Effective Comparison With Mitomycin-C(MMC) in Glaucoma Surgery,large,Industry,Interventional,Device,Phase 4,20,Completed,None (Open Label),Randomized,TRUE,FALSE,FALSE,TRUE,2007-09-29,2007-07-01,2010-08-01,2010,2010-08-01,2010,2012-01-19,536,536,-90,1037,1037,-103,-103,934,2017-07-01,2017-12-01,2021-08-15,10.1007/s00417-010-1385-y,20405139,https://link.springer.com/article/10.1007/s00417-010-1385-y,2010-04-20,journal publication,TRUE,TRUE,doi,Capsule excision and Ologen implantation for revision after glaucoma drainage device surgery,Graefe's archive for clinical and experimental ophthalmology = Albrecht von Graefes Archiv fur klinische und experimentelle Ophthalmologie,2010-Sep,2010-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2679,4032,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,closed,closed,"0721-832X,1435-702X",Graefe's Archive for Clinical and Experimental Ophthalmology,Springer Science and Business Media LLC,2010-04-20,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/52DS-NZFF'}]",publisher,12,2011-04-20,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00545493,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Bonn,NA,Efficacy of Tacrolimus and I.V.-Immunoglobulins in Rasmussen Encephalitis,large,Other,Interventional,Drug,Phase 2/Phase 3,16,Unknown status,None (Open Label),Randomized,TRUE,FALSE,FALSE,FALSE,2007-10-16,2002-11-01,2010-04-01,2010,2010-04-01,2010,NA,NA,NA,-1810,898,898,980,980,1878,2017-07-01,2017-12-01,2021-08-15,10.1111/epi.12042,23216622,http://onlinelibrary.wiley.com/doi/10.1111/epi.12042/pdf,2012-12-06,journal publication,TRUE,TRUE,doi,Rasmussen encephalitis: incidence and course under randomized therapy with tacrolimus or intravenous immunoglobulins,Epilepsia,2013-Mar,2012-12-06,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,8,8,2801,4154,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,0013-9580,Epilepsia,Wiley,2012-12-06,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2013-12-06,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE
NCT00554151,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Leipzig,NA,Mitral Adjustable Annuloplasty Ring Feasibility and Safety Study,large,Industry,Interventional,Device,NA,55,Completed,None (Open Label),Non-Randomized,FALSE,TRUE,FALSE,FALSE,2007-11-02,2007-07-01,2010-04-01,2010,2009-03-01,2009,NA,NA,NA,-124,881,485,1089,1485,1970,2017-07-01,2017-12-01,2021-08-15,10.1093/ejcts/ezt128,23530026,https://academic.oup.com/ejcts/article/44/5/913/351398/Improving-mitral-valve-coaptation-with-adjustable,2013-03-25,journal publication,TRUE,TRUE,doi,Improving mitral valve coaptation with adjustable rings: outcomes from a European multicentre feasibility study with a new-generation adjustable annuloplasty ring system,European journal of cardio-thoracic surgery : official journal of the European Association for Cardio-thoracic Surgery,2013-Nov,2013-03-25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2801,4154,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,green,"1873-734X,1010-7940",European Journal of Cardio-Thoracic Surgery,Oxford University Press (OUP),2013-03-25,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,[],journal,12,2014-03-25,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00554658,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Regensburg,NA,Quetiapine Induced Neuroplasticity in First-episode Schizophrenic Patients,small,Other,Interventional,Drug,Phase 4,30,Completed,None (Open Label),NA,NA,FALSE,TRUE,FALSE,2007-11-06,2008-03-01,2011-03-01,2011,2010-12-01,2010,NA,NA,NA,116,1211,1121,1155,1245,2366,2017-07-01,2017-12-01,2021-08-15,10.1016/j.schres.2014.03.028,24794881,https://www.ncbi.nlm.nih.gov/pubmed/24794881,2014-04-29,journal publication,TRUE,TRUE,doi,Antipsychotic treatment with quetiapine increases the cortical silent period,Schizophrenia research,2014-Jun,2014-04-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2467,3820,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,closed,closed,0920-9964,Schizophrenia Research,Elsevier BV,2014-06-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2015-06-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00560430,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,LMU-München,Berlin,Regulation of Inflammatory Parameters by Telmisartan in Hypertensive Patients,large,Other,Interventional,Drug,Phase 3,56,Completed,Quadruple,Randomized,TRUE,TRUE,TRUE,FALSE,2007-11-16,2007-11-01,2009-10-01,2009,2009-09-01,2009,NA,NA,NA,-15,685,655,713,743,1398,2017-07-01,2017-12-01,2021-08-15,10.1161/hypertensionaha.111.173542,21876071,http://hyper.ahajournals.org/content/58/4/725.short,2011-09-14,journal publication,TRUE,TRUE,doi,High-dose treatment with telmisartan induces monocytic peroxisome proliferator-activated receptor-γ target genes in patients with the metabolic syndrome,"Hypertension (Dallas, Tex. : 1979)",2011-Oct,2011-08-29,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,0,2983,4336,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,bronze,bronze,"0194-911X,1524-4563",Hypertension,Ovid Technologies (Wolters Kluwer Health),2011-10-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2012-10-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE
NCT00567801,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Freiburg,Bonn Frankfurt Giessen Hamburg Schleswig-Holstein Mainz Rostock,CRAIL - Controlled Reperfusion of the Acutely Ischemic Limb,large,Other,Interventional,Procedure,Phase 3,250,Terminated,None (Open Label),Randomized,TRUE,TRUE,FALSE,FALSE,2007-12-04,2002-09-01,2010-09-01,2010,2009-09-01,2009,NA,NA,NA,-1920,1002,637,1084,1449,2086,2017-07-01,2017-12-01,2021-08-15,10.1161/circinterventions.112.000371,23881815,http://circinterventions.ahajournals.org/content/6/4/417.short,2013-08-20,journal publication,TRUE,TRUE,doi,"Controlled reperfusion versus conventional treatment of the acutely ischemic limb: results of a randomized, open-label, multicenter trial",Circulation. Cardiovascular interventions,2013-Aug,2013-07-23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,2,2,2648,4001,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,FALSE,TRUE,bronze,bronze,"1941-7640,1941-7632",Circulation: Cardiovascular Interventions,Ovid Technologies (Wolters Kluwer Health),2013-08-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,12,2014-08-01,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,TRUE
NCT00614224,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Tübingen,NA,Structural Neuroplasticity Associated With Aerobic Treadmill Training in Geriatric Chronic Stroke Survivors,large,Other,Interventional,Behavioral,NA,38,Completed,None (Open Label),Randomized,TRUE,TRUE,TRUE,FALSE,2008-01-31,2008-01-01,2010-04-01,2010,2010-01-01,2010,NA,NA,NA,-30,791,701,518,608,1309,2017-07-01,2017-12-01,2021-08-15,10.1177/1545968311418675,21885867,https://www.ncbi.nlm.nih.gov/pubmed/21885867,2011-09-01,journal publication,TRUE,TRUE,doi,Chronic stroke survivors benefit from high-intensity aerobic treadmill exercise: a randomized control trial,Neurorehabilitation and neural repair,2012-Jan,2011-09-01,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2801,4154,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,"1545-9683,1552-6844",Neurorehabilitation and Neural Repair,SAGE Publications,2011-09-01,no_embargo_info,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'other-closed', 'terms': ''}]",publisher,NA,NA,NA,NA,NA,FALSE,NA,NA,FALSE,FALSE,FALSE
NCT00616096,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Schleswig-Holstein,NA,Study of Immunoadsorption to Treat Severe Atopical Dermatitis Associated With Excessively High Serum IgE Levels,small,Other,Interventional,Procedure,NA,10,Completed,None (Open Label),NA,NA,FALSE,FALSE,FALSE,2008-02-04,2008-01-01,2009-12-01,2009,2009-12-01,2009,NA,NA,NA,-34,666,666,323,323,989,2017-07-01,2017-12-01,2021-08-15,10.1016/j.jaci.2010.07.042,20970174,http://www.jacionline.org/article/S0091-6749(10)01327-8/fulltext,2010-10-20,journal publication,TRUE,TRUE,doi,Improvement of treatment-refractory atopic dermatitis by immunoadsorption: a pilot study,The Journal of allergy and clinical immunology,2011-Jan,2010-10-20,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2922,4275,TRUE,TRUE,TRUE,TRUE,NA,NA,NA,TRUE,TRUE,closed,closed,0091-6749,Journal of Allergy and Clinical Immunology,Elsevier BV,2011-01-01,response,TRUE,['institutional repository'],TRUE,"['acceptedVersion', 'submittedVersion']",TRUE,TRUE,FALSE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",journal,12,2012-01-01,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00656656,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Schleswig-Holstein,NA,"Immunoadsorption, Dexamethasone Pulse Therapy and Rituximab for Pemphigus",small,Other,Interventional,Drug,Phase 2,23,Completed,None (Open Label),NA,NA,FALSE,FALSE,TRUE,2008-04-07,2008-01-01,2011-07-01,2011,2011-07-01,2011,2016-10-28,1946,1946,-97,1180,1180,108,108,1288,2017-07-01,2017-12-01,2021-08-15,10.1111/j.1365-2133.2011.10585.x,21910700,http://onlinelibrary.wiley.com/doi/10.1111/j.1365-2133.2011.10585.x/full,2011-10-17,journal publication,TRUE,TRUE,doi,"Treatment of severe pemphigus with a combination of immunoadsorption, rituximab, pulsed dexamethasone and azathioprine/mycophenolate mofetil: a pilot study of 23 patients",The British journal of dermatology,2012-Jan,2011-10-17,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2345,3698,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,closed,closed,0007-0963,British Journal of Dermatology,Wiley,2011-10-17,response,TRUE,['institutional repository'],TRUE,['acceptedVersion'],FALSE,TRUE,FALSE,"[{'type': 'other (non-commercial)', 'terms': 'https://perma.cc/6S5D-XMF4'}]",journal,12,2012-10-17,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
NCT00661830,ClinicalTrials.gov,TRUE,1,Hand search,FALSE,TRUE,TRUE,TRUE,TRUE,Mainz,Frankfurt Halle-Wittenberg Hamburg Jena LMU-München TU-München Homburg,Gemcitabine and Sorafenib in Advanced Biliary Tract Cancer (GEMSO),large,Other,Interventional,Drug,Phase 2,103,Completed,Double,Randomized,TRUE,TRUE,TRUE,TRUE,2008-04-15,2008-05-01,2010-06-01,2010,2010-06-01,2010,2012-08-27,818,818,16,777,777,1597,1597,2374,2017-07-01,2017-12-01,2021-08-15,10.1016/j.ejca.2014.09.013,25446376,NA,2014-10-15,journal publication,TRUE,TRUE,doi,Gemcitabine plus sorafenib versus gemcitabine alone in advanced biliary tract cancer: a double-blind placebo-controlled multicentre phase II AIO study with biomarker and serum programme,"European journal of cancer (Oxford, England : 1990)",2014-Dec,2014-10-15,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,2740,4093,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,hybrid,hybrid,0959-8049,European Journal of Cancer,Elsevier BV,2014-12-01,no_embargo_info,TRUE,['institutional repository'],TRUE,"['submittedVersion', 'acceptedVersion', 'publishedVersion']",TRUE,TRUE,TRUE,"[{'type': 'cc-by-nc-nd', 'terms': ''}]",article,NA,NA,NA,NA,NA,TRUE,NA,NA,FALSE,FALSE,FALSE
